"","Sample.Shorthand","Protein","Sample","Pep1","Pep2","Pep3","metric","Bay","Habitat","Region","Mean","Median","sd","Var","Min","Max"
"1097","PG-B","HSP90-alpha","G064",1273.26390331559,1690.0202516162,1909.21614664553,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1098","PG-B","HSP90-alpha","G066",849.221951061146,1288.94652078147,1453.64130163623,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1099","PG-B","HSP90-alpha","G066",849.221951061146,1288.94652078147,1453.64130163623,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1100","PG-B","HSP90-alpha","G066",849.221951061146,1288.94652078147,1453.64130163623,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1101","PG-B","HSP90-alpha","G070",1286.87293228023,1729.67078251866,1886.56008386705,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1102","PG-B","HSP90-alpha","G070",1286.87293228023,1729.67078251866,1886.56008386705,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1103","PG-B","HSP90-alpha","G070",1286.87293228023,1729.67078251866,1886.56008386705,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1104","PG-B","Peroxiredoxin-1","G062",1885.64551281517,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1105","PG-B","Peroxiredoxin-1","G062",1885.64551281517,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1106","PG-B","Peroxiredoxin-1","G062",1885.64551281517,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1107","PG-B","PDI","G066",68.9125731246281,99.3528764508589,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1108","PG-B","PDI","G066",68.9125731246281,99.3528764508589,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1109","PG-B","PDI","G066",68.9125731246281,99.3528764508589,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1110","PG-B","Peroxiredoxin-1","G066",2251.39445677562,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1111","PG-B","Peroxiredoxin-1","G066",2251.39445677562,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1112","PG-B","Peroxiredoxin-1","G066",2251.39445677562,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1113","PG-B","Peroxiredoxin-1","G070",3187.3317994837,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1114","PG-B","Peroxiredoxin-1","G070",3187.3317994837,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1115","PG-B","Peroxiredoxin-1","G070",3187.3317994837,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1116","PG-B","Puromycin-sensitive","G066",26.179670949546,28.4734552879077,31.6733642656188,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1117","PG-B","Puromycin-sensitive","G066",26.179670949546,28.4734552879077,31.6733642656188,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1118","PG-B","Puromycin-sensitive","G066",26.179670949546,28.4734552879077,31.6733642656188,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1119","PG-B","Arachidonate","G064",134.693718243882,119.178344403112,157.981894926707,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1120","PG-B","Arachidonate","G064",134.693718243882,119.178344403112,157.981894926707,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1121","PG-B","Arachidonate","G064",134.693718243882,119.178344403112,157.981894926707,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1122","PG-B","Puromycin-sensitive","G070",30.3753177326703,33.4595836882487,37.5601725343234,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1123","PG-B","Puromycin-sensitive","G070",30.3753177326703,33.4595836882487,37.5601725343234,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1124","PG-B","Puromycin-sensitive","G070",30.3753177326703,33.4595836882487,37.5601725343234,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1125","PG-B","Peroxiredoxin-1","G079",3230.01656342502,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1126","PG-B","Peroxiredoxin-1","G079",3230.01656342502,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1127","PG-B","Peroxiredoxin-1","G079",3230.01656342502,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1128","PG-B","Catalase","G064",0.316537496049181,0.358859364408025,0.364779938295463,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1129","PG-B","Catalase","G064",0.316537496049181,0.358859364408025,0.364779938295463,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1130","PG-B","Catalase","G064",0.316537496049181,0.358859364408025,0.364779938295463,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1131","PG-B","Superoxide","G081",3.80777876961296,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1132","PG-B","Superoxide","G081",3.80777876961296,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1133","PG-B","Superoxide","G081",3.80777876961296,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1134","PG-B","Ras-related","G070",1035.99282517231,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1135","PG-B","Ras-related","G070",1035.99282517231,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1136","PG-B","Ras-related","G070",1035.99282517231,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1137","PG-B","Puromycin-sensitive","G081",24.0249073061376,26.585195637966,29.2071321759552,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1138","PG-B","Puromycin-sensitive","G081",24.0249073061376,26.585195637966,29.2071321759552,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1139","PG-B","Puromycin-sensitive","G081",24.0249073061376,26.585195637966,29.2071321759552,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1140","PG-B","Arachidonate","G079",131.768951622642,126.184447100682,170.276241502878,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1141","PG-B","Arachidonate","G079",131.768951622642,126.184447100682,170.276241502878,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1142","PG-B","Arachidonate","G079",131.768951622642,126.184447100682,170.276241502878,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1143","PG-B","Sodium/potassium-transporting","G070",2309.36629760493,2119.77123424205,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1144","PG-B","Sodium/potassium-transporting","G070",2309.36629760493,2119.77123424205,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1145","PG-B","Sodium/potassium-transporting","G070",2309.36629760493,2119.77123424205,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1146","PG-B","Ras-related","G079",935.55774037876,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1147","PG-B","Ras-related","G079",935.55774037876,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1148","PG-B","Ras-related","G079",935.55774037876,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1149","PG-B","Ras-related","G081",641.931478898756,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1150","PG-B","Ras-related","G081",641.931478898756,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1151","PG-B","Ras-related","G081",641.931478898756,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1152","PG-B","Catalase","G079",0.303947491545264,0.351393975146706,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1153","PG-B","Catalase","G079",0.303947491545264,0.351393975146706,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1154","PG-B","Catalase","G079",0.303947491545264,0.351393975146706,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1155","PG-B","Superoxide","G070",4.21414436850955,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1156","PG-B","Superoxide","G070",4.21414436850955,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1157","PG-B","Superoxide","G070",4.21414436850955,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1158","PG-B","Arachidonate","G062",88.5006603675782,93.9088857073756,112.438865167694,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1159","PG-B","Arachidonate","G062",88.5006603675782,93.9088857073756,112.438865167694,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1160","PG-B","Arachidonate","G062",88.5006603675782,93.9088857073756,112.438865167694,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1161","PG-B","HSP70","G062",1031.36584573301,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1162","PG-B","HSP70","G062",1031.36584573301,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1163","PG-B","HSP70","G062",1031.36584573301,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1164","PG-B","Arachidonate","G070",133.828353453189,126.655247068841,164.719788384392,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1165","PG-B","Arachidonate","G070",133.828353453189,126.655247068841,164.719788384392,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1166","PG-B","Arachidonate","G070",133.828353453189,126.655247068841,164.719788384392,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1167","PG-B","Peroxiredoxin-1","G081",2126.84649187477,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1168","PG-B","Peroxiredoxin-1","G081",2126.84649187477,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1169","PG-B","Peroxiredoxin-1","G081",2126.84649187477,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1170","PG-B","HSP70","G070",1694.45269329758,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1171","PG-B","HSP70","G070",1694.45269329758,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1172","PG-B","HSP70","G070",1694.45269329758,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1173","PG-B","Trifunctional","G079",105.821244921868,150.118401556708,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1174","PG-B","Trifunctional","G079",105.821244921868,150.118401556708,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1175","PG-B","Trifunctional","G079",105.821244921868,150.118401556708,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1176","PG-B","Catalase","G070",0.304303713488378,0.345472513946651,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1177","PG-B","Catalase","G070",0.304303713488378,0.345472513946651,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1178","PG-B","Catalase","G070",0.304303713488378,0.345472513946651,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1179","PG-B","Trifunctional","G081",97.0905859533047,104.138163456547,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1180","PG-B","Trifunctional","G081",97.0905859533047,104.138163456547,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1181","PG-B","Trifunctional","G081",97.0905859533047,104.138163456547,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1182","PG-B","Arachidonate","G081",87.8237226614809,90.6191415162484,114.60669317393,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1183","PG-B","Arachidonate","G081",87.8237226614809,90.6191415162484,114.60669317393,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1184","PG-B","Arachidonate","G081",87.8237226614809,90.6191415162484,114.60669317393,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1185","PG-B","PDI","G064",84.11143034438,119.371644343291,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1186","PG-B","PDI","G064",84.11143034438,119.371644343291,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1187","PG-B","PDI","G064",84.11143034438,119.371644343291,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1188","PG-B","Cytochrome","G070",56.8362253658523,57.2660356812653,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1189","PG-B","Cytochrome","G070",56.8362253658523,57.2660356812653,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1190","PG-B","Cytochrome","G070",56.8362253658523,57.2660356812653,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1191","PG-B","PDI","G070",90.4275472816378,128.600786966763,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1192","PG-B","PDI","G070",90.4275472816378,128.600786966763,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1193","PG-B","PDI","G070",90.4275472816378,128.600786966763,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1194","PG-B","Catalase","G081",0.340894701415469,0.372813483944061,0.386992353729264,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1195","PG-B","Catalase","G081",0.340894701415469,0.372813483944061,0.386992353729264,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1196","PG-B","Catalase","G081",0.340894701415469,0.372813483944061,0.386992353729264,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1197","PG-B","Puromycin-sensitive","G064",30.4213965696293,33.3898339680269,37.9559071413329,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1198","PG-B","Puromycin-sensitive","G064",30.4213965696293,33.3898339680269,37.9559071413329,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1199","PG-B","Puromycin-sensitive","G064",30.4213965696293,33.3898339680269,37.9559071413329,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1200","PG-B","Glycogen","G079",1432.71984219885,1493.50954414654,1595.68738173062,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1201","PG-B","Glycogen","G079",1432.71984219885,1493.50954414654,1595.68738173062,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1202","PG-B","Glycogen","G079",1432.71984219885,1493.50954414654,1595.68738173062,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1203","PG-B","HSP70","G064",1636.17045643438,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1204","PG-B","HSP70","G064",1636.17045643438,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1205","PG-B","HSP70","G064",1636.17045643438,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1206","PG-B","HSP70","G066",1255.45865262264,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1207","PG-B","HSP70","G066",1255.45865262264,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1208","PG-B","HSP70","G066",1255.45865262264,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1209","PG-B","Superoxide","G079",4.22151408767515,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1210","PG-B","Superoxide","G079",4.22151408767515,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1211","PG-B","Superoxide","G079",4.22151408767515,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1212","PG-B","Cytochrome","G081",42.4862005530917,41.5249454458518,26.6111921713904,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1213","PG-B","Cytochrome","G081",42.4862005530917,41.5249454458518,26.6111921713904,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1214","PG-B","Cytochrome","G081",42.4862005530917,41.5249454458518,26.6111921713904,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1215","PG-B","Glycogen","G081",918.582736485843,1054.02333581974,1120.27072829763,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1216","PG-B","Glycogen","G081",918.582736485843,1054.02333581974,1120.27072829763,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1217","PG-B","Glycogen","G081",918.582736485843,1054.02333581974,1120.27072829763,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1218","PG-B","PDI","G079",84.8820833438212,119.907823386385,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1219","PG-B","PDI","G079",84.8820833438212,119.907823386385,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1220","PG-B","PDI","G079",84.8820833438212,119.907823386385,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1221","PG-B","PDI","G062",66.7145815881305,94.1973992308265,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1222","PG-B","PDI","G062",66.7145815881305,94.1973992308265,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1223","PG-B","PDI","G062",66.7145815881305,94.1973992308265,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1224","PG-B","Arachidonate","G066",103.278767161873,107.792809472629,131.688351880715,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1225","PG-B","Arachidonate","G066",103.278767161873,107.792809472629,131.688351880715,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1226","PG-B","Arachidonate","G066",103.278767161873,107.792809472629,131.688351880715,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1227","PG-B","Catalase","G062",0.342616027721367,0.3790875598414,0.407444607726222,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1228","PG-B","Catalase","G062",0.342616027721367,0.3790875598414,0.407444607726222,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1229","PG-B","Catalase","G062",0.342616027721367,0.3790875598414,0.407444607726222,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1230","PG-B","Puromycin-sensitive","G062",23.7539327405954,26.23119685822,28.7882131336348,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1231","PG-B","Puromycin-sensitive","G062",23.7539327405954,26.23119685822,28.7882131336348,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1232","PG-B","Puromycin-sensitive","G062",23.7539327405954,26.23119685822,28.7882131336348,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1233","PG-B","Cytochrome","G079",49.0008716440245,50.2202041832802,66.8992400214361,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1234","PG-B","Cytochrome","G079",49.0008716440245,50.2202041832802,66.8992400214361,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1235","PG-B","Cytochrome","G079",49.0008716440245,50.2202041832802,66.8992400214361,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1236","PG-B","Ras-related","G062",610.111564600849,NA,NA,"pH","PG","B","North",7.41739803094233,7.44,0.242645101725871,0.0588766453915583,6.71,8.15
"1237","PG-B","Ras-related","G062",610.111564600849,NA,NA,"Temperature","PG","B","North",15.1495225694444,14.6,2.89372555365391,8.37364757986965,12.8,36
"1238","PG-B","Ras-related","G062",610.111564600849,NA,NA,"DO","PG","B","North",12.15338419531,11.07,3.61666501053033,13.0802657983943,3.24,22.82
"1239","PG-E","Arachidonate","G031",140.997391345273,130.761141401953,176.116465215289,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1240","PG-E","Arachidonate","G031",140.997391345273,130.761141401953,176.116465215289,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1241","PG-E","Arachidonate","G031",140.997391345273,130.761141401953,176.116465215289,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1242","PG-E","Cytochrome","G031",50.6771081769239,62.3846949759229,81.498826275475,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1243","PG-E","Cytochrome","G031",50.6771081769239,62.3846949759229,81.498826275475,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1244","PG-E","Cytochrome","G031",50.6771081769239,62.3846949759229,81.498826275475,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1245","PG-E","HSP70","G074",1029.68222495817,NA,NA,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1246","PG-E","HSP70","G074",1029.68222495817,NA,NA,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1247","PG-E","HSP70","G074",1029.68222495817,NA,NA,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1248","PG-E","Glycogen","G032",862.229479159673,1014.8188286826,1047.7796906199,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1249","PG-E","Glycogen","G032",862.229479159673,1014.8188286826,1047.7796906199,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1250","PG-E","Glycogen","G032",862.229479159673,1014.8188286826,1047.7796906199,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1251","PG-E","Superoxide","G071-B",3.08986790356373,2.9139906378009,NA,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1252","PG-E","Superoxide","G071-B",3.08986790356373,2.9139906378009,NA,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1253","PG-E","Superoxide","G071-B",3.08986790356373,2.9139906378009,NA,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1254","PG-E","PDI","G071-B",41.4161145318257,72.8268885622716,NA,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1255","PG-E","PDI","G071-B",41.4161145318257,72.8268885622716,NA,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1256","PG-E","PDI","G071-B",41.4161145318257,72.8268885622716,NA,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
"1257","PG-E","PDI","G074",58.436750056382,87.0865261462379,NA,"Temperature","PG","E","North",15.1795428240741,14.7,2.54220708542585,6.46281686518942,12.9,36
"1258","PG-E","PDI","G074",58.436750056382,87.0865261462379,NA,"Salinity","PG","E","North",30.3941686367218,30.6,2.36585447079477,5.59726737697962,23.9,35.7
"1259","PG-E","PDI","G074",58.436750056382,87.0865261462379,NA,"DO","PG","E","North",11.1141110162254,10.49,3.4138763575641,11.6545517847351,1.69,22.04
